"sample_id","side_or_trapnum","watershed","date","dipteran_large","terrestrial_large","caddisfly_large","mayfly_large","stonefly_large","other_large","dipteran_small","terrestrial_small","caddisfly_small","other_small"
NA,"7","3",2018-05-21,NA,NA,NA,NA,NA,5,57,4,NA,11
NA,"8","3",2018-05-21,NA,NA,NA,NA,2,NA,54,5,NA,9
NA,"9","3",2018-05-21,NA,NA,NA,NA,NA,1,39,NA,NA,9
NA,"1","3",2018-05-29,NA,NA,NA,NA,NA,9,100,2,NA,9
NA,"10","3",2018-05-29,2,NA,NA,NA,1,4,112,NA,NA,22
NA,"2","3",2018-05-29,NA,2,NA,NA,3,3,106,NA,NA,5
NA,"3","3",2018-05-29,2,NA,NA,NA,2,7,75,NA,NA,9
NA,"4","3",2018-05-29,NA,NA,NA,NA,NA,10,209,NA,NA,6
NA,"5","3",2018-05-29,NA,2,NA,NA,1,10,49,3,NA,NA
NA,"6","3",2018-05-29,1,1,NA,NA,NA,10,80,3,NA,5
NA,"7","3",2018-05-29,2,NA,2,NA,4,2,182,NA,NA,6
NA,"8","3",2018-05-29,1,3,NA,NA,1,9,97,NA,NA,NA
NA,"9","3",2018-05-29,NA,1,NA,NA,NA,5,49,NA,NA,7
NA,"1","3",2018-06-04,1,4,NA,NA,1,6,34,6,NA,22
NA,"1","3",2018-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10","3",2018-06-04,2,NA,NA,NA,NA,2,74,6,6,37
NA,"10","3",2018-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2","3",2018-06-04,4,3,NA,NA,1,5,35,11,NA,19
NA,"2","3",2018-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3","3",2018-06-04,NA,5,NA,NA,NA,10,40,14,NA,22
NA,"3","3",2018-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"4","3",2018-06-04,NA,1,NA,NA,NA,2,28,4,NA,11
NA,"4","3",2018-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"5","3",2018-06-04,NA,1,NA,NA,NA,5,76,3,NA,57
NA,"5","3",2018-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6","3",2018-06-04,2,2,NA,NA,3,3,93,2,1,31
NA,"6","3",2018-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7","3",2018-06-04,1,2,NA,NA,1,9,62,2,NA,16
NA,"7","3",2018-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8","3",2018-06-04,3,1,1,NA,NA,8,122,5,NA,19
NA,"8","3",2018-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9","3",2018-06-04,NA,NA,NA,NA,1,1,50,2,NA,11
NA,"9","3",2018-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1","3",2018-06-11,2,1,2,NA,NA,5,51,1,NA,7
NA,"1","3",2018-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10","3",2018-06-11,NA,2,NA,NA,NA,4,44,5,NA,18
NA,"10","3",2018-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2","3",2018-06-11,NA,NA,NA,NA,1,4,60,4,NA,18
NA,"2","3",2018-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3","3",2018-06-11,NA,NA,NA,NA,2,4,48,5,NA,28
NA,"3","3",2018-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"4","3",2018-06-11,2,NA,NA,NA,NA,NA,30,4,NA,13
NA,"4","3",2018-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"5","3",2018-06-11,1,1,NA,NA,1,3,45,5,NA,15
NA,"5","3",2018-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6","3",2018-06-11,NA,3,NA,NA,1,4,84,14,NA,12
NA,"6","3",2018-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7","3",2018-06-11,1,1,NA,NA,NA,3,60,9,NA,10
NA,"7","3",2018-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8","3",2018-06-11,NA,NA,NA,NA,1,3,87,9,NA,16
NA,"8","3",2018-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9","3",2018-06-11,3,4,NA,NA,1,1,38,4,NA,18
NA,"9","3",2018-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1","3",2018-06-18,2,4,3,NA,4,2,55,4,NA,36
NA,"1","3",2018-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10","3",2018-06-18,3,8,NA,NA,NA,10,28,4,NA,44
NA,"10","3",2018-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2","3",2018-06-18,4,NA,1,NA,1,4,63,5,NA,45
NA,"2","3",2018-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3","3",2018-06-18,1,1,NA,NA,2,5,53,5,NA,28
NA,"3","3",2018-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"4","3",2018-06-18,4,3,NA,NA,3,6,40,3,NA,48
NA,"4","3",2018-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"5","3",2018-06-18,1,3,NA,NA,2,15,48,4,NA,52
NA,"5","3",2018-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6","3",2018-06-18,4,2,NA,NA,3,25,69,4,NA,67
NA,"6","3",2018-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7","3",2018-06-18,NA,NA,NA,NA,NA,14,19,4,NA,30
NA,"7","3",2018-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8","3",2018-06-18,2,2,2,NA,NA,9,38,2,NA,39
NA,"8","3",2018-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9","3",2018-06-18,5,14,2,NA,NA,3,53,7,NA,47
NA,"9","3",2018-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1","3",2018-06-25,2,2,1,NA,NA,1,44,6,NA,38
NA,"1","3",2018-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10","3",2018-06-25,NA,2,NA,NA,2,3,15,NA,NA,18
NA,"10","3",2018-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2","3",2018-06-25,1,NA,NA,NA,1,6,30,4,NA,14
NA,"2","3",2018-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3","3",2018-06-25,NA,NA,NA,NA,2,4,37,2,NA,32
NA,"3","3",2018-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"4","3",2018-06-25,2,1,NA,NA,1,5,40,NA,NA,45
NA,"4","3",2018-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"5","3",2018-06-25,1,NA,NA,NA,NA,NA,20,4,NA,37
NA,"5","3",2018-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6","3",2018-06-25,1,NA,NA,NA,NA,3,44,NA,NA,34
NA,"6","3",2018-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7","3",2018-06-25,1,1,NA,NA,NA,7,12,3,NA,18
NA,"7","3",2018-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8","3",2018-06-25,1,NA,NA,NA,3,2,35,1,NA,28
NA,"8","3",2018-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9","3",2018-06-25,NA,1,NA,NA,1,1,35,1,NA,29
NA,"9","3",2018-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1","3",2018-07-02,5,NA,8,NA,NA,3,37,NA,NA,7
NA,"10","3",2018-07-02,4,NA,2,NA,5,1,52,NA,NA,20
NA,"2","3",2018-07-02,NA,NA,1,NA,1,NA,35,1,NA,3
NA,"3","3",2018-07-02,4,1,1,NA,2,2,49,NA,NA,6
NA,"4","3",2018-07-02,1,NA,3,1,NA,2,45,NA,NA,12
NA,"5","3",2018-07-02,2,NA,NA,NA,NA,5,34,NA,NA,14
NA,"6","3",2018-07-02,NA,NA,NA,NA,NA,NA,60,NA,NA,21
NA,"7","3",2018-07-02,4,3,NA,NA,NA,3,47,NA,NA,22
NA,"8","3",2018-07-02,NA,NA,1,NA,NA,2,35,NA,NA,9
NA,"9","3",2018-07-02,2,NA,NA,NA,NA,3,25,NA,NA,12
NA,"1","3",2018-07-09,1,NA,2,NA,NA,3,24,1,NA,15
NA,"10","3",2018-07-09,5,2,7,NA,NA,9,33,1,NA,16
NA,"2","3",2018-07-09,4,NA,NA,NA,3,3,33,NA,NA,17
NA,"3","3",2018-07-09,NA,NA,NA,NA,1,5,46,NA,NA,13
NA,"4","3",2018-07-09,2,2,NA,NA,NA,7,70,NA,NA,NA
NA,"5","3",2018-07-09,1,1,NA,NA,NA,7,33,NA,NA,20
NA,"6","3",2018-07-09,3,3,1,NA,1,4,31,NA,NA,25
NA,"7","3",2018-07-09,NA,NA,4,NA,NA,3,36,2,NA,10
NA,"8","3",2018-07-09,NA,1,6,NA,2,5,36,NA,NA,36
NA,"9","3",2018-07-09,3,NA,6,NA,3,5,34,NA,NA,4
NA,"1","3",2018-07-16,4,NA,1,NA,NA,2,28,1,NA,8
NA,"10","3",2018-07-16,9,NA,2,NA,2,4,25,NA,NA,19
NA,"2","3",2018-07-16,2,2,NA,NA,NA,3,41,NA,NA,22
NA,"3","3",2018-07-16,3,1,NA,NA,1,1,30,NA,NA,20
NA,"4","3",2018-07-16,2,2,5,NA,1,3,39,NA,NA,15
NA,"5","3",2018-07-16,1,NA,3,NA,1,3,22,1,NA,16
NA,"6","3",2018-07-16,5,4,NA,NA,NA,2,26,NA,NA,34
NA,"7","3",2018-07-16,1,NA,NA,NA,1,7,42,NA,NA,21
NA,"8","3",2018-07-16,NA,NA,1,NA,NA,4,30,NA,NA,25
NA,"9","3",2018-07-16,5,NA,NA,NA,NA,3,16,NA,NA,11
NA,"1","3",2018-07-23,1,NA,NA,NA,NA,NA,4,NA,NA,12
NA,"10","3",2018-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2","3",2018-07-23,NA,NA,NA,NA,NA,NA,3,NA,NA,9
NA,"3","3",2018-07-23,4,NA,NA,NA,NA,1,NA,NA,NA,5
NA,"4","3",2018-07-23,NA,NA,NA,NA,NA,NA,5,NA,NA,9
NA,"5","3",2018-07-23,2,NA,NA,NA,NA,1,7,NA,NA,16
NA,"6","3",2018-07-23,4,NA,NA,NA,NA,NA,NA,NA,NA,8
NA,"7","3",2018-07-23,NA,NA,NA,NA,NA,2,7,NA,NA,24
NA,"8","3",2018-07-23,2,NA,NA,NA,NA,3,9,NA,NA,11
NA,"9","3",2018-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1","3",2018-07-30,5,NA,NA,NA,NA,2,15,NA,NA,2
NA,"10","3",2018-07-30,NA,NA,2,NA,5,1,8,NA,NA,NA
NA,"2","3",2018-07-30,4,NA,NA,NA,NA,4,23,NA,NA,2
NA,"3","3",2018-07-30,5,NA,1,NA,1,3,15,NA,NA,NA
NA,"4","3",2018-07-30,3,2,NA,NA,2,NA,11,NA,NA,1
NA,"5","3",2018-07-30,5,NA,NA,NA,1,NA,12,NA,NA,1
NA,"6","3",2018-07-30,NA,NA,1,NA,2,1,12,NA,NA,1
NA,"7","3",2018-07-30,4,NA,NA,NA,NA,NA,18,NA,NA,5
NA,"8","3",2018-07-30,NA,1,NA,NA,NA,1,24,NA,NA,4
NA,"9","3",2018-07-30,1,NA,1,NA,3,2,6,NA,NA,4
NA,"1","3",2018-08-06,NA,NA,1,NA,6,1,12,NA,NA,2
NA,"10","3",2018-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2","3",2018-08-06,NA,NA,1,NA,4,NA,9,NA,NA,2
NA,"3","3",2018-08-06,NA,NA,NA,NA,8,3,17,NA,NA,NA
NA,"4","3",2018-08-06,NA,NA,NA,NA,5,1,8,NA,NA,1
NA,"5","3",2018-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6","3",2018-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7","3",2018-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8","3",2018-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9","3",2018-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1","3",2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10","3",2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2","3",2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3","3",2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"4","3",2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"5","3",2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6","3",2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7","3",2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8","3",2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9","3",2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1","3",2018-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10","3",2018-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2","3",2018-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3","3",2018-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"4","3",2018-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"5","3",2018-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6","3",2018-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7","3",2018-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8","3",2018-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9","3",2018-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1","3",2018-08-27,2,1,NA,NA,1,NA,11,NA,NA,3
NA,"10","3",2018-08-27,3,NA,1,NA,1,1,16,NA,NA,1
NA,"2","3",2018-08-27,1,NA,NA,NA,1,NA,9,NA,NA,5
NA,"3","3",2018-08-27,3,NA,NA,NA,1,1,19,1,NA,6
NA,"4","3",2018-08-27,2,NA,NA,NA,2,1,18,NA,NA,2
NA,"5","3",2018-08-27,NA,2,NA,NA,1,1,10,2,NA,2
NA,"6","3",2018-08-27,NA,NA,NA,NA,1,1,21,2,NA,NA
NA,"7","3",2018-08-27,3,NA,NA,NA,3,NA,14,NA,NA,2
NA,"8","3",2018-08-27,2,NA,NA,NA,2,NA,13,NA,NA,NA
NA,"9","3",2018-08-27,3,NA,NA,NA,NA,NA,17,NA,NA,1
NA,"1","3",2018-09-04,2,NA,NA,NA,NA,NA,16,NA,NA,4
NA,"10","3",2018-09-04,NA,1,NA,NA,NA,2,16,NA,NA,11
NA,"2","3",2018-09-04,2,2,NA,NA,NA,2,17,2,NA,11
NA,"3","3",2018-09-04,1,NA,1,NA,NA,2,16,1,NA,4
NA,"4","3",2018-09-04,1,NA,NA,NA,4,2,13,NA,NA,10
NA,"5","3",2018-09-04,4,1,NA,NA,NA,1,31,2,NA,24
NA,"6","3",2018-09-04,3,NA,NA,NA,1,2,18,1,NA,14
NA,"7","3",2018-09-04,2,4,NA,NA,NA,NA,13,NA,NA,9
NA,"8","3",2018-09-04,4,NA,NA,NA,NA,1,18,NA,NA,2
NA,"9","3",2018-09-04,1,NA,3,NA,2,2,13,NA,NA,1
NA,"1","3",2018-09-10,2,NA,NA,NA,NA,2,14,NA,NA,9
NA,"10","3",2018-09-10,2,2,NA,NA,NA,2,16,3,NA,6
NA,"2","3",2018-09-10,3,NA,NA,NA,2,NA,18,NA,NA,18
NA,"3","3",2018-09-10,4,NA,NA,NA,NA,1,13,1,NA,20
NA,"4","3",2018-09-10,5,1,1,NA,NA,3,22,NA,NA,23
NA,"5","3",2018-09-10,1,NA,NA,NA,NA,NA,16,NA,NA,5
NA,"6","3",2018-09-10,NA,NA,NA,NA,NA,1,11,1,NA,10
NA,"7","3",2018-09-10,1,2,NA,NA,NA,NA,24,NA,NA,8
NA,"8","3",2018-09-10,3,NA,NA,NA,NA,1,9,NA,NA,5
NA,"9","3",2018-09-10,NA,NA,NA,NA,1,NA,39,2,NA,13
NA,"1","3",2018-09-17,NA,2,NA,NA,1,1,12,3,NA,7
NA,"10","3",2018-09-17,2,NA,NA,NA,1,NA,9,3,NA,10
NA,"2","3",2018-09-17,NA,NA,1,NA,NA,NA,18,NA,NA,5
NA,"3","3",2018-09-17,2,NA,NA,NA,NA,1,10,1,NA,1
NA,"4","3",2018-09-17,NA,NA,NA,NA,1,NA,9,NA,NA,6
NA,"5","3",2018-09-17,2,NA,NA,NA,NA,1,9,2,NA,3
NA,"6","3",2018-09-17,5,NA,NA,NA,NA,1,8,4,NA,2
NA,"7","3",2018-09-17,4,NA,NA,NA,NA,NA,23,7,NA,6
NA,"8","3",2018-09-17,2,1,NA,NA,NA,NA,18,2,NA,6
NA,"9","3",2018-09-17,NA,NA,1,NA,NA,NA,6,1,NA,6
NA,"1","3",2018-09-24,6,1,NA,NA,1,NA,28,NA,NA,2
NA,"10","3",2018-09-24,3,NA,NA,NA,1,NA,30,2,NA,NA
NA,"2","3",2018-09-24,3,NA,NA,NA,NA,1,36,1,NA,5
NA,"3","3",2018-09-24,2,1,NA,NA,NA,1,26,NA,NA,4
NA,"4","3",2018-09-24,1,NA,NA,NA,NA,2,14,2,NA,6
NA,"5","3",2018-09-24,1,NA,NA,NA,NA,NA,37,2,NA,3
NA,"6","3",2018-09-24,3,NA,NA,NA,NA,NA,19,NA,NA,6
NA,"7","3",2018-09-24,NA,3,NA,NA,NA,NA,50,2,NA,7
NA,"8","3",2018-09-24,NA,1,1,NA,2,NA,45,NA,NA,4
NA,"9","3",2018-09-24,3,1,NA,NA,1,NA,14,2,NA,4
NA,"1","3",2018-10-01,3,NA,NA,NA,NA,1,40,NA,NA,NA
NA,"10","3",2018-10-01,5,NA,NA,NA,NA,NA,44,NA,NA,2
NA,"2","3",2018-10-01,2,NA,NA,NA,NA,1,43,NA,NA,NA
NA,"3","3",2018-10-01,4,NA,NA,NA,NA,1,17,NA,NA,NA
NA,"4","3",2018-10-01,4,NA,NA,NA,NA,NA,19,NA,NA,2
NA,"5","3",2018-10-01,2,NA,NA,NA,NA,NA,31,NA,NA,4
NA,"6","3",2018-10-01,3,NA,NA,NA,NA,1,33,NA,NA,1
NA,"7","3",2018-10-01,2,1,NA,NA,NA,NA,31,NA,NA,1
NA,"8","3",2018-10-01,2,NA,NA,NA,NA,NA,35,NA,NA,1
NA,"9","3",2018-10-01,5,NA,NA,NA,NA,NA,40,NA,NA,NA
NA,"1","3",2018-10-08,1,NA,NA,NA,NA,NA,14,NA,NA,NA
NA,"10","3",2018-10-08,5,NA,NA,NA,NA,2,25,NA,NA,NA
NA,"2","3",2018-10-08,1,NA,NA,NA,NA,1,14,NA,NA,1
NA,"3","3",2018-10-08,NA,1,NA,NA,NA,NA,24,NA,NA,NA
NA,"4","3",2018-10-08,1,NA,NA,NA,NA,1,20,NA,NA,4
NA,"5","3",2018-10-08,2,NA,NA,NA,NA,NA,20,NA,NA,2
NA,"6","3",2018-10-08,4,NA,NA,NA,NA,1,19,NA,NA,NA
NA,"7","3",2018-10-08,1,NA,NA,NA,NA,NA,25,NA,NA,NA
NA,"8","3",2018-10-08,2,NA,NA,NA,NA,NA,26,NA,NA,1
NA,"9","3",2018-10-08,1,NA,NA,NA,NA,NA,24,NA,NA,1
NA,"1","3",2018-10-15,3,NA,NA,NA,NA,NA,24,NA,NA,NA
NA,"10","3",2018-10-15,2,NA,NA,NA,NA,NA,18,NA,NA,2
NA,"2","3",2018-10-15,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
NA,"3","3",2018-10-15,3,NA,NA,NA,NA,NA,41,NA,NA,1
NA,"4","3",2018-10-15,1,NA,NA,NA,NA,NA,17,NA,NA,1
NA,"5","3",2018-10-15,3,NA,NA,NA,NA,NA,31,NA,NA,NA
NA,"6","3",2018-10-15,5,NA,NA,NA,NA,NA,37,NA,NA,NA
NA,"7","3",2018-10-15,2,NA,NA,NA,NA,NA,8,NA,NA,1
NA,"8","3",2018-10-15,2,NA,NA,NA,NA,NA,17,NA,NA,2
NA,"9","3",2018-10-15,1,NA,NA,NA,NA,NA,23,NA,NA,4
NA,"1","3",2018-10-22,1,NA,NA,NA,NA,NA,5,NA,NA,NA
NA,"10","3",2018-10-22,2,1,NA,NA,NA,NA,8,NA,NA,NA
NA,"2","3",2018-10-22,2,NA,NA,NA,NA,NA,4,NA,NA,NA
NA,"3","3",2018-10-22,1,NA,NA,NA,NA,NA,7,NA,NA,1
NA,"4","3",2018-10-22,1,1,NA,NA,NA,2,9,NA,NA,2
NA,"5","3",2018-10-22,17,1,NA,NA,NA,NA,10,NA,NA,1
NA,"6","3",2018-10-22,16,NA,NA,NA,1,NA,8,NA,NA,2
NA,"7","3",2018-10-22,5,1,NA,NA,NA,NA,4,NA,NA,NA
NA,"8","3",2018-10-22,1,NA,NA,NA,NA,NA,4,NA,NA,NA
NA,"9","3",2018-10-22,1,1,NA,NA,NA,NA,3,NA,NA,NA
NA,"1","3",2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,"10","3",2018-10-29,NA,1,NA,NA,NA,NA,3,NA,NA,NA
NA,"2","3",2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,"3","3",2018-10-29,1,NA,NA,NA,NA,NA,3,NA,NA,NA
NA,"4","3",2018-10-29,2,NA,NA,NA,NA,NA,3,NA,NA,NA
NA,"5","3",2018-10-29,1,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,"6","3",2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,1
NA,"7","3",2018-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8","3",2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
NA,"9","3",2018-10-29,1,NA,NA,NA,NA,NA,NA,NA,NA,2
NA,"1","3",2018-11-05,2,NA,NA,NA,NA,NA,9,NA,NA,NA
NA,"10","3",2018-11-05,NA,NA,NA,NA,NA,NA,1,NA,NA,1
NA,"2","3",2018-11-05,NA,NA,NA,NA,NA,NA,2,NA,NA,1
NA,"3","3",2018-11-05,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
NA,"4","3",2018-11-05,2,NA,NA,NA,NA,NA,3,1,NA,NA
NA,"5","3",2018-11-05,2,NA,NA,NA,NA,NA,6,NA,NA,NA
NA,"6","3",2018-11-05,2,NA,NA,NA,NA,NA,6,1,NA,1
NA,"7","3",2018-11-05,NA,NA,NA,NA,NA,1,5,NA,NA,NA
NA,"8","3",2018-11-05,3,NA,NA,NA,NA,NA,5,1,NA,NA
NA,"9","3",2018-11-05,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
NA,"1","3",2018-11-12,2,NA,NA,NA,NA,NA,5,1,NA,NA
NA,"10","3",2018-11-12,NA,NA,NA,NA,NA,NA,2,NA,NA,1
NA,"2","3",2018-11-12,1,NA,NA,NA,NA,NA,6,NA,NA,1
NA,"3","3",2018-11-12,2,NA,NA,NA,NA,NA,13,1,NA,NA
NA,"4","3",2018-11-12,NA,NA,NA,NA,NA,NA,17,2,NA,NA
NA,"5","3",2018-11-12,2,NA,NA,NA,NA,NA,1,NA,NA,1
NA,"6","3",2018-11-12,2,1,NA,NA,NA,NA,3,NA,NA,NA
NA,"7","3",2018-11-12,5,NA,NA,NA,NA,NA,26,NA,NA,NA
NA,"8","3",2018-11-12,1,NA,NA,NA,NA,NA,7,NA,NA,NA
NA,"9","3",2018-11-12,1,NA,NA,NA,NA,NA,2,NA,NA,NA
"ST190016","A","3",2019-03-25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190016","B","3",2019-03-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190051","A","3",2019-04-01,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"ST190051","B","3",2019-04-01,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"ST190091","A","3",2019-04-15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190096","A","3",2019-04-15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190091","B","3",2019-04-15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190096","B","3",2019-04-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190031","A","3",2019-04-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190031","B","3",2019-04-22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190171","A","3",2019-04-29,8,1,NA,NA,NA,1,7,NA,NA,2
"ST190172","A","3",2019-04-29,2,1,NA,NA,NA,NA,3,NA,NA,2
"ST190173","A","3",2019-04-29,4,NA,1,NA,NA,NA,4,1,NA,1
"ST190174","A","3",2019-04-29,2,NA,NA,NA,NA,NA,4,NA,NA,5
"ST190175","A","3",2019-04-29,5,NA,NA,NA,1,1,5,NA,NA,2
"ST190176","A","3",2019-04-29,5,1,NA,NA,NA,NA,3,NA,NA,3
"ST190177","A","3",2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190178","A","3",2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190179","A","3",2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190180","A","3",2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190171","B","3",2019-04-29,9,NA,NA,NA,1,1,6,NA,NA,2
"ST190172","B","3",2019-04-29,1,NA,NA,NA,NA,NA,5,NA,NA,2
"ST190173","B","3",2019-04-29,2,2,NA,NA,1,NA,4,NA,NA,2
"ST190174","B","3",2019-04-29,3,NA,NA,NA,NA,NA,4,NA,NA,4
"ST190175","B","3",2019-04-29,3,5,NA,NA,NA,NA,11,NA,NA,5
"ST190176","B","3",2019-04-29,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST190177","B","3",2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190178","B","3",2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190179","B","3",2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190180","B","3",2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST190211","A","3",2019-05-06,2,1,NA,NA,NA,NA,11,NA,NA,2
"ST190212","A","3",2019-05-06,7,NA,NA,NA,NA,NA,12,1,NA,1
"ST190213","A","3",2019-05-06,7,NA,NA,NA,NA,NA,10,1,NA,1
"ST190214","A","3",2019-05-06,19,1,NA,NA,1,NA,27,NA,NA,3
"ST190215","A","3",2019-05-06,4,1,NA,NA,NA,NA,6,1,NA,1
"ST190211","B","3",2019-05-06,10,NA,NA,NA,NA,NA,15,NA,NA,2
"ST190212","B","3",2019-05-06,6,1,NA,NA,NA,NA,18,NA,NA,3
